N,P,K,Temperature,Rainfall,pH,Humidity,Soil_Type,Agro_Zone,Irrigation,Season,Crop,District
124.0,40.0,36.0,28.4,801.6,5.9,79.0,Clay Loam,Intermediate Zone,Irrigated,Maha,Maize,Nuwara Eliya
147.0,69.0,102.0,16.7,2171.9,5.4,82.4,Loam,Up Country Wet Zone,Irrigated,Year-round,Leeks,Badulla
180.5,91.2,87.3,18.4,1450.7,5.31,76.7,Silt Loam,Up Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Nuwara Eliya
97.0,68.0,77.0,19.9,1307.3,6.9,69.6,Immature Brown Loam,Up Country Wet Zone,Rainfed,Yala,Radish,Badulla
95.0,85.0,93.0,31.1,59.0,6.3,62.0,Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Jaffna
101.6,61.6,106.1,19.2,1320.2,6.3,81.2,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Cabbage,Nuwara Eliya
127.8,56.1,123.6,20.4,1957.9,6.85,80.4,Silt Loam,Mid Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Ratnapura
80.0,51.0,29.0,30.3,622.6,6.3,48.8,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Sunflower,Hambantota
186.0,76.0,128.0,16.5,1634.9,6.0,91.4,Sandy Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Nuwara Eliya
34.0,27.0,59.0,29.4,334.5,6.9,50.5,Alluvial,Dry Zone,Rainfed,Yala,Pigeon Pea,Kurunegala
47.0,35.0,56.0,30.9,518.5,6.0,56.8,Loamy Sand,Low Country Dry Zone,Supplemental,Yala,Mung Bean,Puttalam
168.2,143.6,94.0,21.0,979.1,6.08,81.9,Red-Yellow Podzolic,Up Country Intermediate Zone,Irrigated,Year-round,Kohlrabi (Nokol),Badulla
135.0,76.8,128.8,25.4,838.3,5.92,74.0,Sandy Loam,Low Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Puttalam
113.3,79.3,128.4,30.5,1354.0,6.54,73.1,Red-Yellow Podzolic,Mid Country Intermediate Zone,Irrigated,Yala,Bitter Gourd,Matale
71.0,42.0,132.0,30.8,1018.0,5.3,54.0,Loam,Dry Zone,Rainfed,Yala,Cassava,Puttalam
76.0,43.0,28.0,27.9,464.6,6.3,67.4,Loam,Intermediate Zone,Irrigated,Yala,Sorghum,Matara
79.0,42.0,49.0,26.2,733.3,6.5,74.5,Red Loam,Northern Dry Zone,Irrigated,Yala,Red Onion,Anuradhapura
97.0,68.0,95.0,24.0,1345.4,7.0,70.9,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Yala,Radish,Badulla
143.5,69.3,136.9,26.6,1264.7,6.2,62.7,Loam,Intermediate Zone,Supplemental,Maha,Tibbatu (Turkey Berry),Monaragala
35.0,87.0,53.0,32.0,650.0,6.2,59.2,Loam,Dry Zone,Irrigated,Yala,Winged Bean (Dambala),Kurunegala
101.0,37.0,63.0,24.6,876.5,6.6,77.3,Red Loam,Dry Zone,Rainfed,Maha,Kurakkan,Jaffna
87.0,82.5,111.9,29.8,958.1,7.2,59.4,Loam,Dry Zone,Irrigated,Year-round,Tibbatu (Turkey Berry),Jaffna
52.0,107.0,62.0,27.9,1344.0,6.5,74.6,Clay Loam,Up Country Intermediate Zone,Rainfed,Year-round,Winged Bean (Dambala),Nuwara Eliya
55.0,40.0,131.0,29.5,1484.0,5.4,63.0,Red-Yellow Podzolic,Intermediate Zone,Rainfed,Maha,Cassava,Badulla
81.0,45.0,106.0,31.6,737.4,6.2,68.2,Loam,Dry Zone,Irrigated,Yala,Pumpkin,Puttalam
91.0,45.0,120.0,27.0,1808.0,5.73,82.6,Loam,Low Country Wet Zone,Irrigated,Maha,Brinjal (Eggplant),Galle
64.0,59.0,49.0,29.4,703.1,6.6,60.1,Clay Loam,Northern Dry Zone,Rainfed,Maha,Red Onion,Vavuniya
101.3,99.8,123.7,28.3,851.0,7.08,64.7,Clay Loam,Low Country Dry Zone,Supplemental,Year-round,Bitter Gourd,Trincomalee
43.1,48.0,57.0,29.9,576.2,6.0,70.4,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Soybean,Trincomalee
109.0,70.0,126.0,21.3,2051.7,5.9,84.2,Mountain Regosol,Up Country Wet Zone,Supplemental,Year-round,Carrot,Badulla
113.0,48.0,75.0,22.4,860.3,7.7,79.3,Fertile Loam,Dry Zone,Rainfed,Maha,Kurakkan,Polonnaruwa
150.0,81.0,138.0,18.9,1723.8,5.7,79.3,Clay Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Nuwara Eliya
66.0,46.0,91.0,31.4,660.7,6.2,69.3,Red-Brown Earth,Intermediate Zone,Rainfed,Yala,Pumpkin,Monaragala
162.0,49.0,86.0,29.4,730.1,6.1,72.2,Sandy Loam,Dry Zone,Irrigated,Yala,Sweet Corn,Hambantota
42.0,94.0,60.0,26.8,889.0,6.1,63.6,Clay Loam,Intermediate Zone,Rainfed,Yala,Winged Bean (Dambala),Badulla
111.0,94.0,90.0,30.2,98.0,6.1,65.0,Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Anuradhapura
78.0,40.0,33.0,28.8,566.7,6.7,72.7,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Batticaloa
104.4,61.4,140.2,31.2,824.4,7.2,71.8,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Monaragala
114.0,52.0,88.0,27.3,594.8,6.9,66.0,Sandy Loam,Dry Zone,Irrigated,Yala,Kurakkan,Anuradhapura
44.0,43.0,31.0,25.5,800.7,6.9,65.6,Sandy Loam,Intermediate Zone,Irrigated,Yala,Mung Bean,Badulla
81.1,45.4,68.5,24.2,1559.3,6.8,87.5,Loam,Intermediate Zone,Irrigated,Maha,Chilli,Kurunegala
116.8,78.6,83.7,26.8,1005.9,6.2,72.1,Sandy Loam,Intermediate Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Matale
166.0,65.0,125.0,19.3,1388.0,6.0,73.6,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Yala,Potato,Badulla
148.8,61.5,75.9,26.1,2160.2,5.92,85.7,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Elabatu (Thai Eggplant),Colombo
78.0,100.0,82.0,26.4,114.0,6.3,73.0,Loam,Intermediate Zone,Irrigated,Yala,Pathola (Snake Gourd),Kurunegala
60.0,28.4,48.0,30.9,1680.9,5.9,77.3,Well Drained Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Puttalam
152.9,60.1,87.2,28.3,2130.8,6.1,90.2,Clay Loam,Low Country Wet Zone,Irrigated,Yala,Cauliflower (Gowa),Matara
109.9,79.7,148.5,29.5,872.3,6.4,61.8,Loam,Intermediate Zone,Irrigated,Year-round,Tibbatu (Turkey Berry),Matale
91.4,91.5,138.3,31.1,1273.0,6.3,66.6,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Tibbatu (Turkey Berry),Matale
120.7,39.9,39.1,33.0,793.8,6.5,57.7,Loam,Dry Zone,Irrigated,Yala,Chilli,Mullaitivu
85.0,55.0,88.0,27.9,799.1,6.5,69.5,Sandy Loam,Dry Zone,Irrigated,Yala,Sweet Corn,Anuradhapura
94.7,51.7,114.3,24.2,765.1,5.94,63.8,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Yala,Capsicum,Nuwara Eliya
122.0,64.0,88.0,32.4,743.5,7.2,54.6,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Trincomalee
73.0,43.0,160.0,30.1,2027.3,6.5,79.4,Loam,Low Country Wet Zone,Rainfed,Maha,Innala,Kalutara
82.0,39.0,58.0,28.3,693.5,5.1,63.0,Red Loam,Intermediate Zone,Rainfed,Yala,Kurakkan,Matara
155.0,32.4,58.5,27.7,669.2,5.83,79.3,Loam,Intermediate Zone,Supplemental,Yala,Capsicum,Kurunegala
81.0,47.0,33.0,26.7,721.8,6.3,75.9,Clay Loam,Intermediate Zone,Irrigated,Maha,Sunflower,Matale
124.0,38.0,181.0,29.2,2341.1,5.6,79.0,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Year-round,Luffa,Galle
47.2,30.3,61.6,26.8,907.4,6.43,74.9,Reddish-Brown Earth,Intermediate Zone,Supplemental,Maha,Soybean,Nuwara Eliya
125.0,59.9,77.5,28.6,1087.1,5.51,70.2,Loam,Low Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Matale
196.9,111.6,121.5,26.5,1333.6,5.39,92.0,Well Drained Loam,Up Country Intermediate Zone,Rainfed,Maha,Kohlrabi (Nokol),Nuwara Eliya
127.0,43.7,70.6,24.2,1164.6,6.4,74.6,Deep Sandy Loam,Intermediate Zone,Irrigated,Yala,Chilli,Matale
36.9,41.6,46.8,30.7,1050.0,6.0,66.3,Low-Humic Gley,Low Country Intermediate Zone,Supplemental,Maha,Soybean,Matara
80.0,41.0,57.0,26.0,946.6,8.1,79.7,Red Loam,Intermediate Zone,Irrigated,Maha,Kurakkan,Matara
70.2,43.3,125.6,29.8,829.7,5.85,63.4,Non-Calcic Brown Earth,Dry Zone,Irrigated,Maha,Capsicum,Polonnaruwa
101.0,46.2,121.4,22.0,1521.0,6.9,73.0,Clay Loam,Up Country Wet Zone,Irrigated,Maha,Beetroot,Nuwara Eliya
81.0,65.0,54.0,31.3,1075.2,6.9,71.7,Red Loam,Dry Zone,Irrigated,Maha,Red Onion,Puttalam
86.0,32.0,140.0,27.0,2028.0,6.1,81.1,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Yala,Innala,Galle
139.5,92.4,112.8,23.4,932.9,5.69,91.9,Red-Yellow Podzolic,Up Country Intermediate Zone,Rainfed,Yala,Kohlrabi (Nokol),Matale
105.4,54.6,90.8,29.6,503.6,6.1,61.2,Regosol,Dry Zone,Supplemental,Yala,Okra,Batticaloa
133.7,117.7,122.5,19.4,1094.1,5.74,87.3,Organic-Rich Loam,Up Country Intermediate Zone,Irrigated,Year-round,Kohlrabi (Nokol),Matale
73.0,44.0,38.0,30.0,440.2,6.0,65.1,Sandy Loam,Dry Zone,Rainfed,Maha,Sorghum,Anuradhapura
62.0,42.0,162.0,27.7,1550.0,5.3,81.0,Alluvial Loam,Low Country Wet Zone,Rainfed,Maha,Cassava,Gampaha
65.0,74.0,30.0,24.1,1100.0,6.2,69.5,Sandy Soil,Intermediate Zone,Irrigated,Year-round,Winged Bean (Dambala),Nuwara Eliya
64.0,69.0,59.0,26.3,356.4,6.4,76.8,Clay Loam,Dry Zone,Irrigated,Yala,Pumpkin,Matale
60.0,68.0,66.0,27.5,545.8,7.2,69.4,Loam,Dry Zone,Rainfed,Yala,Pumpkin,Hambantota
95.0,48.0,77.0,25.1,880.6,7.9,77.6,Sandy Loam,Intermediate Zone,Rainfed,Maha,Kurakkan,Puttalam
53.0,88.0,56.0,21.9,911.0,6.9,69.2,Clay Loam,Up Country Intermediate Zone,Supplemental,Year-round,Winged Bean (Dambala),Matale
182.0,95.0,105.0,19.2,2084.9,5.9,92.0,Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Nuwara Eliya
90.0,68.0,128.0,28.0,412.5,7.3,53.1,Red-Brown Earth,Intermediate Zone,Irrigated,Yala,Big Onion,Nuwara Eliya
68.0,56.0,79.0,30.1,876.9,6.6,82.2,Sandy Loam,Dry Zone,Rainfed,Maha,Pumpkin,Vavuniya
80.0,36.0,31.0,29.2,798.4,6.9,75.8,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Sunflower,Kurunegala
81.0,35.0,154.0,30.4,939.6,6.3,69.4,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Year-round,Innala,Puttalam
61.0,44.0,67.0,33.5,845.5,5.63,61.8,Loam,Dry Zone,Irrigated,Yala,Brinjal (Eggplant),Ampara
216.0,99.0,130.0,16.3,1987.7,5.4,69.8,Clay Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Matale
101.5,33.2,144.3,25.0,2154.9,6.4,81.1,Sandy Loam,Low Country Wet Zone,Irrigated,Maha,Beetroot,Kalutara
76.0,46.0,28.0,28.8,514.1,6.4,54.8,Clay Loam,Intermediate Zone,Irrigated,Yala,Sunflower,Kandy
100.0,44.0,78.0,25.8,726.2,7.0,68.1,Clay Loam,Intermediate Zone,Irrigated,Yala,Kurakkan,Matara
83.5,46.7,64.6,29.1,1185.8,6.2,75.1,Clay Loam,Dry Zone,Irrigated,Maha,Chilli,Polonnaruwa
102.5,66.0,64.6,28.2,1105.7,6.3,77.9,Deep Sandy Loam,Dry Zone,Irrigated,Maha,Chilli,Mullaitivu
142.5,67.4,96.7,30.8,1047.2,5.54,60.3,Loam,Low Country Dry Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Batticaloa
178.8,107.5,122.5,20.6,1406.0,5.8,82.6,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Kohlrabi (Nokol),Badulla
129.9,50.5,54.6,33.5,606.4,6.3,68.3,Reddish-Brown Earth,Dry Zone,Irrigated,Yala,Chilli,Kilinochchi
96.4,42.8,87.0,30.2,632.7,6.9,60.0,Alluvial,Dry Zone,Supplemental,Yala,Okra,Matale
135.1,64.5,91.0,28.3,1698.3,5.81,79.9,Light Loam,Low Country Wet Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Kalutara
32.0,59.0,72.0,28.5,494.2,8.1,67.1,Reddish-Brown Earth,Eastern Dry Zone,Rainfed,Maha,Pigeon Pea,Batticaloa
51.0,30.9,47.0,30.7,1134.0,6.9,61.8,Sandy Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Monaragala
100.0,110.0,128.0,28.7,472.6,6.6,62.0,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Matale
85.0,70.0,109.0,22.3,1109.7,6.3,78.8,Reddish-Brown Earth,Intermediate Zone,Supplemental,Maha,Carrot,Puttalam
81.0,64.0,65.0,26.8,908.9,7.4,78.5,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Anuradhapura
136.0,57.0,136.0,31.3,1764.1,6.0,82.3,Loam,Low Country Wet Zone,Irrigated,Maha,Luffa,Gampaha
81.6,70.4,62.5,27.9,1064.4,7.0,72.6,Reddish-Brown Earth,Mid Country Intermediate Zone,Rainfed,Maha,Okra,Kandy
69.0,47.0,32.0,29.4,720.0,6.3,71.7,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Trincomalee
30.0,20.8,39.0,27.9,1835.6,6.8,77.5,Loam,Low Country Wet Zone,Irrigated,Yala,Cowpea,Kalutara
113.0,115.0,112.0,28.2,155.0,7.0,66.0,Loam,Intermediate Zone,Supplemental,Maha,Pathola (Snake Gourd),Matale
60.0,60.0,99.0,27.6,785.8,6.3,78.7,Loam,Intermediate Zone,Rainfed,Yala,Sweet Corn,Kurunegala
75.0,37.0,123.0,27.0,1771.2,6.4,80.8,Sandy Loam,Intermediate Zone,Supplemental,Maha,Innala,Matale
119.0,73.0,156.0,18.8,1885.6,6.3,78.1,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Badulla
144.7,53.5,91.5,30.9,1851.5,5.52,76.3,Reddish-Brown Earth,Low Country Intermediate Zone,Rainfed,Maha,Elabatu (Thai Eggplant),Kurunegala
65.0,49.0,40.0,27.8,517.1,6.5,70.7,Loam,Intermediate Zone,Rainfed,Maha,Sorghum,Monaragala
78.0,43.0,99.0,27.3,1253.1,5.76,63.8,Alluvial,Dry Zone,Rainfed,Maha,Brinjal (Eggplant),Monaragala
36.4,36.1,55.0,27.0,945.6,6.0,69.4,Alluvial,Intermediate Zone,Supplemental,Maha,Soybean,Nuwara Eliya
83.0,96.0,125.0,31.5,69.0,6.4,73.0,Loam,Intermediate Zone,Supplemental,Yala,Pathola (Snake Gourd),Nuwara Eliya
79.5,85.9,123.6,29.4,1639.8,6.44,71.4,Loam,Mid Country Intermediate Zone,Supplemental,Maha,Bitter Gourd,Matale
101.0,54.0,159.0,24.6,2032.3,6.7,78.8,Loam,Low Country Wet Zone,Supplemental,Maha,Innala,Ratnapura
120.5,69.4,85.3,23.9,909.5,6.23,75.1,Sandy Loam,Up Country Intermediate Zone,Irrigated,Yala,Cauliflower (Gowa),Matale
153.2,42.7,136.3,21.7,865.8,6.43,89.1,Immature Brown Loam,Intermediate Zone,Supplemental,Maha,Cabbage,Nuwara Eliya
173.4,50.5,118.2,21.5,1995.4,6.48,81.5,Clay Loam,Mid Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Kegalle
101.4,91.5,139.4,27.1,1358.4,5.95,64.8,Loam,Low Country Intermediate Zone,Irrigated,Year-round,Bitter Gourd,Matara
158.0,55.0,124.0,20.6,2397.4,5.2,89.7,Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Badulla
34.0,32.0,43.0,27.4,802.0,7.5,60.8,Reddish-Brown Earth,Eastern Dry Zone,Rainfed,Maha,Pigeon Pea,Batticaloa
143.0,70.0,87.0,21.9,1237.1,6.5,87.2,Mountain Regosol,Up Country Wet Zone,Supplemental,Year-round,Carrot,Badulla
89.9,39.7,117.8,16.7,1747.2,6.3,71.2,Clay Loam,Up Country Wet Zone,Supplemental,Maha,Beetroot,Badulla
158.1,60.6,98.1,23.8,1896.0,5.36,80.7,Reddish-Brown Earth,Mid Country Intermediate Zone,Rainfed,Maha,Elabatu (Thai Eggplant),Matale
33.0,26.8,35.0,26.9,1667.2,5.9,72.5,Sandy Clay Loam,Low Country Intermediate Zone,Irrigated,Yala,Cowpea,Puttalam
53.4,37.1,43.0,27.5,640.6,6.36,67.5,Red-Yellow Latosol,Dry Zone,Supplemental,Yala,Soybean,Hambantota
75.0,42.0,30.0,29.0,514.0,7.0,65.9,Loam,Dry Zone,Rainfed,Maha,Sorghum,Jaffna
45.9,25.0,50.0,30.8,864.6,6.24,62.0,Reddish-Brown Earth,Low Country Dry Zone,Rainfed,Maha,Soybean,Jaffna
112.2,72.0,99.3,31.9,1083.3,7.0,58.0,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Okra,Vavuniya
61.0,86.0,138.0,21.0,2402.6,6.6,88.3,Reddish-Brown Latosol,Up Country Wet Zone,Rainfed,Maha,Carrot,Nuwara Eliya
94.4,61.7,118.0,30.5,1266.7,6.06,77.2,Non-Calcic Brown Earth,Dry Zone,Rainfed,Maha,Cabbage,Mullaitivu
122.0,41.0,98.0,28.3,629.9,7.7,64.3,Regosol,Dry Zone,Irrigated,Yala,Big Onion,Monaragala
106.0,57.0,166.0,29.5,1646.3,5.5,75.9,Loam,Low Country Wet Zone,Rainfed,Yala,Innala,Ratnapura
93.0,84.0,45.0,29.7,725.5,6.47,62.7,Sandy Loam,Dry Zone,Irrigated,Maha,Maize,Trincomalee
109.1,47.7,64.5,29.4,1290.6,6.8,63.0,Reddish-Brown Earth,Dry Zone,Irrigated,Maha,Chilli,Kurunegala
96.7,42.0,167.2,23.8,1474.1,7.2,63.1,Sandy Loam,Mid Country Intermediate Zone,Irrigated,Year-round,Beetroot,Badulla
121.0,42.0,178.0,28.6,2105.9,5.7,87.5,Sandy Loam,Low Country Wet Zone,Supplemental,Maha,Luffa,Kalutara
88.0,38.0,81.0,25.2,923.3,5.2,73.4,Red Loam,Dry Zone,Rainfed,Maha,Kurakkan,Matale
76.0,44.0,29.0,30.6,618.2,6.5,70.6,Clay Loam,Dry Zone,Rainfed,Maha,Sunflower,Trincomalee
118.4,50.8,55.5,27.9,808.4,6.9,71.2,Loam,Dry Zone,Irrigated,Yala,Chilli,Jaffna
108.0,106.0,116.0,28.9,110.0,6.0,82.0,Sandy Loam,Intermediate Zone,Irrigated,Yala,Pathola (Snake Gourd),Matale
148.3,81.4,103.8,27.1,450.0,6.03,69.3,Non-Calcic Brown Earth,Dry Zone,Supplemental,Yala,Tomato,Monaragala
67.0,68.0,89.0,29.1,731.7,7.1,58.3,Alluvial,Intermediate Zone,Irrigated,Yala,Big Onion,Badulla
107.4,43.3,169.4,25.1,1195.1,6.5,66.4,Reddish-Brown Earth,Mid Country Intermediate Zone,Irrigated,Maha,Beetroot,Kurunegala
92.0,51.6,111.6,29.1,977.4,6.22,73.0,Loam,Intermediate Zone,Irrigated,Maha,Capsicum,Badulla
119.9,56.0,164.7,19.8,1938.8,7.3,71.3,Sandy Loam,Up Country Wet Zone,Supplemental,Yala,Beetroot,Badulla
148.8,56.0,70.2,28.7,1103.2,5.67,73.2,Light Loam,Low Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Matara
89.1,44.3,130.1,15.7,1739.0,7.1,89.9,Loam,Up Country Wet Zone,Irrigated,Year-round,Beetroot,Nuwara Eliya
85.8,88.7,105.4,30.1,1496.3,6.67,67.4,Sandy Loam,Low Country Intermediate Zone,Supplemental,Yala,Bitter Gourd,Matale
87.0,53.0,134.0,31.0,1488.9,6.4,71.3,Loam,Intermediate Zone,Supplemental,Yala,Innala,Matara
142.0,70.0,145.0,28.9,1842.6,5.8,85.3,Sandy Loam,Low Country Wet Zone,Irrigated,Maha,Luffa,Galle
165.2,114.6,133.7,22.9,1548.4,5.24,74.9,Silt Loam,Up Country Wet Zone,Rainfed,Maha,Kohlrabi (Nokol),Badulla
94.7,107.2,114.5,27.5,1675.6,5.98,72.4,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Bitter Gourd,Kurunegala
40.0,41.0,60.0,25.4,784.0,6.0,62.0,Non-Calcic Brown Earth,Intermediate Zone,Supplemental,Yala,Mung Bean,Kandy
95.8,77.1,104.0,24.0,735.1,6.23,65.8,Loam,Intermediate Zone,Rainfed,Yala,Capsicum,Kandy
104.7,82.5,98.8,26.6,1813.6,6.14,72.2,Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Monaragala
140.9,64.2,89.6,30.8,1111.6,5.92,61.9,Light Loam,Low Country Dry Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Trincomalee
107.3,86.7,113.8,25.2,1692.4,5.95,83.9,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Year-round,Bitter Gourd,Matara
85.0,77.0,98.0,27.5,1545.6,6.5,72.3,Clay Loam,Intermediate Zone,Rainfed,Maha,Red Onion,Kandy
138.5,61.7,81.9,30.7,2217.7,5.4,79.0,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Matara
127.5,36.3,92.9,25.1,649.1,5.79,70.4,Alluvial Loam,Intermediate Zone,Supplemental,Year-round,Capsicum,Matale
77.0,56.0,69.0,31.7,455.6,7.1,52.4,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Matale
121.0,82.0,92.0,29.1,699.6,6.7,72.5,Sandy Loam,Dry Zone,Rainfed,Yala,Sweet Corn,Hambantota
77.0,58.0,68.0,22.5,863.4,6.6,75.4,Red Loam,Dry Zone,Rainfed,Maha,Kurakkan,Batticaloa
46.0,26.5,42.0,27.2,1367.9,6.1,66.8,Sandy Loam,Low Country Dry Zone,Irrigated,Maha,Cowpea,Mannar
144.0,134.0,113.6,27.8,1650.1,6.21,72.4,Reddish-Brown Earth,Intermediate Zone,Irrigated,Year-round,Kiri Ala,Matara
173.0,45.0,102.0,26.4,759.1,6.4,62.7,Sandy Loam,Dry Zone,Rainfed,Yala,Sweet Corn,Trincomalee
151.0,93.0,74.0,28.7,1023.4,6.49,73.4,Deep Loam,Intermediate Zone,Irrigated,Maha,Maize,Matara
106.1,53.5,89.8,23.9,1586.5,6.0,77.8,Sandy Clay Loam,Low Country Wet Zone,Supplemental,Maha,Capsicum,Matara
135.5,67.3,108.3,26.7,642.4,6.46,67.9,Loam,Low Country Dry Zone,Irrigated,Yala,Cauliflower (Gowa),Mullaitivu
129.0,108.0,92.0,28.6,532.3,7.3,63.8,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Puttalam
120.0,76.0,89.0,25.0,1000.0,6.1,76.7,Loam,Intermediate Zone,Rainfed,Maha,Sweet Corn,Nuwara Eliya
92.3,75.5,78.8,27.5,1052.0,7.2,67.9,Immature Brown Loam,Mid Country Intermediate Zone,Rainfed,Maha,Okra,Kurunegala
81.0,53.0,170.0,26.8,866.0,5.9,68.0,Alluvial Loam,Dry Zone,Rainfed,Maha,Cassava,Trincomalee
69.0,48.0,28.0,29.0,515.9,6.3,48.5,Loam,Dry Zone,Irrigated,Yala,Sorghum,Matale
148.7,68.7,93.2,30.9,2108.7,5.44,84.4,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Ratnapura
57.0,43.0,61.0,18.5,1340.7,6.3,79.5,Sandy Loam,Up Country Intermediate Zone,Rainfed,Maha,Red Onion,Badulla
107.6,59.7,69.5,33.1,631.3,6.0,58.1,Red-Yellow Podzolic,Dry Zone,Irrigated,Yala,Chilli,Anuradhapura
138.0,132.0,108.2,25.5,1731.8,6.37,87.8,Clay Loam,Low Country Wet Zone,Irrigated,Maha,Kiri Ala,Ratnapura
73.0,46.0,132.0,28.8,2401.9,5.66,79.2,Sandy Loam,Low Country Wet Zone,Rainfed,Yala,Brinjal (Eggplant),Matara
138.7,64.5,84.2,29.7,924.8,6.6,64.1,Immature Brown Loam,Intermediate Zone,Supplemental,Yala,Okra,Monaragala
121.3,56.7,80.4,26.2,1683.5,5.47,68.3,Loam,Mid Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Kandy
115.0,73.0,155.0,19.6,1115.6,6.3,66.0,Humic Gley,Up Country Wet Zone,Irrigated,Yala,Carrot,Nuwara Eliya
116.0,78.0,128.0,22.3,1379.4,5.8,69.7,Immature Brown Loam,Intermediate Zone,Rainfed,Maha,Carrot,Matale
63.0,34.0,60.0,30.2,691.9,6.0,78.7,Sandy Loam,Dry Zone,Supplemental,Maha,Pumpkin,Trincomalee
75.1,44.2,66.5,27.0,1478.4,6.2,85.2,Loam,Low Country Wet Zone,Supplemental,Yala,Capsicum,Kalutara
104.8,89.0,117.6,29.8,1694.1,5.72,76.3,Loam,Low Country Wet Zone,Irrigated,Maha,Bitter Gourd,Ratnapura
112.1,49.8,137.8,29.0,829.5,6.7,71.6,Reddish-Brown Earth,Dry Zone,Supplemental,Yala,Tibbatu (Turkey Berry),Kilinochchi
125.4,84.2,88.5,30.2,854.0,7.1,56.8,Sandy Loam,Dry Zone,Irrigated,Yala,Tibbatu (Turkey Berry),Ampara
75.0,43.0,98.0,31.6,857.4,5.81,65.5,Loam,Dry Zone,Irrigated,Maha,Brinjal (Eggplant),Hambantota
97.8,67.9,119.1,26.1,1607.7,6.3,73.5,Loam,Low Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Monaragala
23.0,31.0,68.0,31.0,370.3,6.2,58.8,Sandy Loam,Low Country Dry Zone,Supplemental,Maha,Mung Bean,Ampara
45.0,46.0,78.0,25.8,1090.9,5.5,75.1,Red-Brown Earth,Intermediate Zone,Rainfed,Maha,Pumpkin,Kandy
31.0,23.0,71.0,22.2,562.5,7.7,71.0,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Pigeon Pea,Nuwara Eliya
23.0,38.0,31.0,29.5,699.9,7.1,61.2,Alluvial,Intermediate Zone,Rainfed,Yala,Mung Bean,Nuwara Eliya
87.4,50.6,107.8,25.7,1373.3,6.58,81.0,Alluvial Loam,Low Country Wet Zone,Irrigated,Year-round,Capsicum,Ratnapura
129.0,49.0,79.0,25.0,931.7,7.6,76.3,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Kilinochchi
